"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.242939166E-1,2.036000490E-2,-4.690870285E-2,4.090127349E-4
5.343249167E-1,-6.345398426E-3,-4.073111951E-2,2.933898926E-2
5.443559167E-1,-2.202821553E-2,-5.891829908E-2,5.911125720E-2
5.543879167E-1,-2.647209942E-2,-6.603728414E-2,6.745786518E-2
5.644189167E-1,-2.142536759E-2,-4.652980328E-2,7.909031600E-2
5.744499167E-1,-2.849699020E-2,-4.320039868E-2,6.073444426E-2
5.844809167E-1,-1.434029639E-2,-5.764185190E-2,6.662317514E-2
5.945129168E-1,1.414266050E-2,-6.285464466E-2,5.907851279E-2
6.045439166E-1,3.308179200E-2,-6.295872509E-2,5.718284547E-2
6.145749167E-1,6.465324819E-2,-7.891986966E-2,6.589285791E-2
6.246069167E-1,1.048452544E-1,-6.090810657E-2,6.991515756E-2
6.346379167E-1,1.097066295E-1,-3.924066424E-2,7.595006883E-2
6.446689167E-1,8.302461505E-2,-2.759359539E-2,3.727716923E-2
6.546999167E-1,8.827599943E-2,-1.331761837E-2,2.144378632E-2
6.647319167E-1,8.917764008E-2,-4.180174470E-3,-9.748770297E-3
6.747629168E-1,5.682031810E-2,-1.546705484E-2,-1.560037136E-2
6.847939166E-1,6.806275964E-2,-1.670257151E-2,-2.809411705E-2
6.948259167E-1,3.855361640E-2,-7.595533133E-3,-2.331781894E-2
7.048569167E-1,1.374037206E-2,-2.660775483E-2,3.481724560E-3
7.148879167E-1,-2.211884737E-2,-2.023428977E-2,-3.729354143E-3
7.249199167E-1,-4.467799008E-2,-1.885960937E-2,-1.685752273E-3
7.349509167E-1,-6.030701280E-2,-2.400808275E-2,4.990306199E-3
7.449819167E-1,-7.076008022E-2,-4.156610191E-2,2.596163750E-3
7.550129168E-1,-6.745640337E-2,-4.860264122E-2,-6.740377843E-3
7.650449167E-1,-3.397583127E-2,-4.373951197E-2,1.281008005E-2
7.750759167E-1,8.259776831E-3,-5.724541068E-2,2.054126859E-2
7.851069167E-1,2.524067581E-2,-4.341089845E-2,1.728875488E-2
7.951389167E-1,2.692701280E-2,-3.561655998E-2,-5.200221241E-3
8.051699167E-1,-1.053960621E-2,-3.890795767E-2,-1.692768931E-3
8.152009167E-1,-2.628791213E-2,-1.950748086E-2,-1.113894582E-2
8.252329167E-1,-5.974334121E-2,5.810962915E-3,-1.224406958E-3
8.352639168E-1,-4.888155341E-2,4.656137824E-3,-2.186273932E-3
8.452949167E-1,-6.653195858E-2,-9.471904635E-3,2.313450873E-3
8.553259167E-1,-8.729776025E-2,-3.599370539E-2,-9.570137858E-3
8.653579167E-1,-4.859971762E-2,-4.195435703E-2,-5.941443533E-2
8.753889167E-1,-2.402796328E-2,-3.304904759E-2,-7.196869969E-2
8.854199167E-1,3.499850929E-2,-7.396143079E-3,-9.923017323E-2
8.954519167E-1,7.100273967E-2,-1.768665791E-2,-1.198190966E-1
9.054829167E-1,9.869164467E-2,-1.699668646E-2,-1.208487913E-1
9.155139168E-1,1.108538532E-1,-9.953715205E-3,-1.289349058E-1
9.255449167E-1,1.083103144E-1,-1.190376163E-2,-1.216352418E-1
9.355769167E-1,1.234399849E-1,6.050698757E-3,-9.079381049E-2
9.456079167E-1,1.507879972E-1,-7.386787534E-3,-9.715061098E-2
9.556389167E-1,1.607569152E-1,-2.336138070E-2,-9.457052708E-2
9.656709167E-1,1.958495647E-1,-4.506624520E-2,-8.614118099E-2
9.757019167E-1,2.141916955E-1,-3.594400406E-2,-5.774125457E-2
9.857329167E-1,1.686898327E-1,-3.400916040E-2,-3.147263825E-2
9.957649166E-1,1.108725643E-1,-2.626101494E-2,-3.977597684E-2
1.005795917E0,3.728360116E-2,-4.790623784E-3,1.117402911E-3
1.015826917E0,-4.367109954E-2,-2.108505964E-3,1.552318811E-2
1.025857917E0,-8.444490373E-2,-1.527935922E-2,3.173254699E-2
1.035889917E0,-1.021654755E-1,-4.205902219E-2,4.315946817E-2
1.045920917E0,-8.680191636E-2,-4.110592604E-2,5.319329023E-2
1.055951917E0,-6.907257378E-2,-7.402048767E-2,4.712446511E-2
1.065983917E0,-6.427902639E-2,-6.528357804E-2,5.282199204E-2
1.076014917E0,-6.893516421E-2,-2.890103281E-2,4.286681503E-2
1.086045917E0,-8.063251913E-2,-1.742587209E-2,3.473626167E-2
1.096077917E0,-8.955946326E-2,-2.236852348E-2,4.208270341E-2
1.106108917E0,-8.723402560E-2,-1.864852488E-2,3.092241526E-2
1.116139917E0,-5.998600066E-2,-2.315555871E-2,9.708424509E-3
1.126170917E0,7.995482683E-3,-5.129411459E-2,4.108838439E-3
1.136202917E0,3.030319512E-2,-7.166172087E-2,-2.070089757E-2
1.146233917E0,5.883526862E-2,-6.449888170E-2,-1.413359731E-2
1.156264917E0,6.384574771E-2,-3.087856114E-2,-1.957384676E-2
1.166296917E0,4.932594180E-2,-3.269178271E-2,-1.077027887E-2
1.176327917E0,3.727541506E-2,-3.954179585E-2,3.730523586E-3
1.186358917E0,3.071659327E-2,-4.426342249E-2,1.102784872E-2
1.196390917E0,4.120182037E-2,-2.515238285E-2,3.124021143E-2
1.206421917E0,3.721284986E-2,-3.243392050E-2,1.502675951E-2
1.216452917E0,5.354236901E-2,-5.020126998E-2,2.772164941E-2
1.226483917E0,5.886801302E-2,-5.353008986E-2,5.335671991E-2
1.236515917E0,3.025992572E-2,-4.883711457E-2,3.025437087E-2
1.246546917E0,1.670081735E-2,-3.345425963E-2,1.563779354E-2
1.256577917E0,3.993648291E-3,-2.543538809E-2,2.672791511E-2
1.266609917E0,-2.662938952E-2,-4.677187800E-3,2.045385271E-2
1.276640917E0,-4.790623784E-2,5.205776095E-3,-9.611068368E-3
1.286671917E0,-2.325905442E-2,-8.719952703E-3,-2.994943857E-2
1.296702917E0,4.743261337E-3,-2.021733284E-2,-3.277890623E-2
1.306734917E0,3.045756161E-2,-2.319590449E-2,-2.940009266E-2
1.316765917E0,6.175127506E-2,-3.641879797E-2,-4.971331984E-2
1.326796917E0,6.831886768E-2,-6.001055896E-2,-2.785233468E-2
1.336828917E0,7.406317234E-2,-4.987324119E-2,-2.505853504E-2
1.346859917E0,5.308628619E-2,-6.027953088E-2,8.922851086E-4
1.356890917E0,2.824029744E-2,-5.691153467E-2,-9.472489357E-4
1.366922875E0,1.685752273E-2,-8.590729237E-2,-2.197617531E-2
1.376953875E0,1.487590134E-2,-9.121714890E-2,-2.239015818E-2
1.386984875E0,3.796187818E-2,-7.562204003E-2,-1.429498047E-2
1.397015875E0,3.800924063E-2,-6.064498186E-2,-4.094512761E-3
1.407047875E0,5.495973408E-2,-2.549269080E-2,1.914963126E-3
1.417078875E0,5.146543801E-2,-1.000049293E-2,-1.589156270E-2
1.427109875E0,2.854376793E-2,-1.208502531E-2,-2.969420761E-2
1.437141875E0,1.915664792E-2,-1.931803107E-2,-2.579353005E-2
1.447172875E0,2.652063131E-2,-3.289701998E-2,-3.180008233E-2
1.457203875E0,5.837099969E-2,-3.165916443E-2,-1.969400704E-2
1.467234875E0,5.799210012E-2,-3.774494648E-2,-2.390926480E-2
1.477266875E0,3.869570374E-2,-2.916883528E-2,-4.134361535E-2
1.487297875E0,4.293084204E-2,-3.599195123E-2,-2.314503372E-2
1.497328875E0,4.361555099E-2,-1.991737068E-2,-3.639891744E-2
1.507360875E0,3.409219086E-2,-2.383266628E-2,-4.552349746E-2
1.517391875E0,2.178614080E-2,-3.841796100E-2,-4.347170949E-2
1.527422875E0,3.507276893E-2,-5.643498659E-2,-2.962579519E-2
1.537453875E0,3.134867728E-2,-5.879375339E-2,-3.808525443E-2
1.547485875E0,1.955542803E-2,-4.583632350E-2,-2.971379578E-2
1.557516875E0,3.988561213E-2,-4.565272093E-2,-4.222917616E-2
1.567547875E0,6.602266610E-2,-3.265026748E-2,-4.348252684E-2
1.577579875E0,6.372412562E-2,-3.642756879E-2,2.065821290E-3
1.587610875E0,5.051643491E-2,-2.032609105E-2,-9.320461750E-4
1.597641875E0,3.092299998E-2,-5.937847495E-3,4.113223851E-3
1.607673875E0,1.099568903E-2,-5.189988613E-3,1.776793420E-2
1.617704875E0,6.779261827E-3,-2.608209014E-2,-3.922604620E-3
1.627735875E0,8.492496014E-3,-2.858002067E-2,1.692008793E-2
1.637766875E0,2.404141188E-2,-1.881575525E-2,1.313869357E-2
1.647798875E0,1.739137352E-2,-3.116624415E-2,-1.415815562E-2
1.657829875E0,1.006539702E-2,-4.560418904E-2,-7.368661165E-3
1.667860875E0,-2.952843904E-3,-3.299291432E-2,1.075712264E-2
1.677892875E0,3.024179935E-3,-2.992371082E-2,1.692973584E-2
1.687923875E0,-1.016889274E-2,-5.320439994E-2,2.860984147E-2
1.697954875E0,-2.371864557E-2,-4.420495033E-2,1.553020477E-2
1.707986875E0,-1.937065601E-2,-4.097728729E-2,1.456863016E-2
1.718017875E0,-7.307850122E-3,-5.156367123E-2,1.666164100E-3
1.728048875E0,1.253584564E-2,-5.256705344E-2,2.828298211E-3
1.738079875E0,2.801284075E-2,-4.654909909E-2,-2.925946712E-3
1.748111875E0,3.210004449E-2,-4.772380471E-2,-2.133356631E-3
1.758142875E0,1.080682397E-2,-2.499977052E-2,-1.632454902E-2
1.768173875E0,6.716696620E-3,-2.448404610E-2,-7.884677947E-3
1.778205875E0,2.184051991E-2,-3.693042934E-2,-2.076638639E-3
1.788236875E0,3.433777392E-2,-5.193613887E-2,-1.053288192E-2
1.798267875E0,6.797388196E-2,-6.469710231E-2,-1.877014697E-2
1.808298875E0,9.072773695E-2,-4.057792246E-2,-1.314921856E-2
1.818330875E0,1.038132209E-1,-3.653106451E-2,-2.547544152E-2
1.828361875E0,1.120425922E-1,-4.033994079E-2,-4.054108500E-2
1.838392875E0,8.105527282E-2,-5.391132832E-2,-1.039488763E-2
1.848424875E0,5.806226671E-2,-5.718576908E-2,-1.855584651E-2
1.858455875E0,1.753287613E-2,-4.861082733E-2,-3.591067493E-3
1.868486875E0,-1.129565120E-2,-1.861402631E-2,-8.959396183E-3
1.878517875E0,-4.486627042E-2,-1.549979925E-2,-2.420864224E-2
1.888549875E0,-7.001456022E-2,-1.941041708E-2,-2.955767512E-4
1.898580875E0,-8.241299629E-2,-4.436165571E-2,-3.954471946E-3
1.908611875E0,-8.251181424E-2,-4.414998651E-2,-2.292400897E-3
1.918643875E0,-7.370883107E-2,-5.303658485E-2,8.236095607E-3
1.928674875E0,-5.280269623E-2,-4.897744775E-2,-2.219018340E-3
1.938705875E0,-5.563625693E-3,-3.077974319E-2,-1.004551649E-3
1.948736875E0,6.153258920E-2,-5.135141730E-2,1.353513479E-2
1.958768875E0,1.170706129E-1,-7.072558165E-2,1.585706413E-2
1.968799875E0,1.634290928E-1,-8.646219313E-2,4.295686215E-2
1.978830875E0,1.559756470E-1,-9.443896472E-2,7.565916985E-2
1.988862875E0,1.544582945E-1,-4.956392348E-2,6.737688124E-2
1.998893875E0,1.187154347E-1,-1.922856867E-2,6.474621892E-2
2.008924875E0,7.721365213E-2,6.151855588E-3,4.722971499E-2
2.018956875E0,3.140656471E-2,-7.951043844E-3,7.941103578E-3
2.028987875E0,-4.071416259E-3,-4.060189605E-2,-1.563867062E-2
2.039018875E0,-2.309825599E-2,-5.201566100E-2,-3.516486257E-2
2.049049875E0,-2.576224744E-2,-5.961879551E-2,-4.670405030E-2
2.059081875E0,-4.128718972E-2,-5.948021650E-2,-3.579490006E-2
2.069112875E0,-5.059186399E-2,-4.624095082E-2,-2.895395011E-2
2.079143875E0,-6.426382363E-2,-5.972872317E-2,-3.876060784E-2
2.089175875E0,-6.111392856E-2,-5.867973268E-2,-3.163460612E-2
2.099206875E0,-4.080070138E-2,-5.135434091E-2,-3.960582286E-2
2.109237875E0,-9.649659991E-3,-3.384426892E-2,-3.318967313E-2
2.119268875E0,1.542320073E-2,-3.838755548E-2,-4.176373780E-2
2.129300875E0,4.267765760E-2,-5.137188256E-2,-2.915567905E-2
2.139331875E0,6.907900572E-2,-5.859085500E-2,-2.796226233E-2
2.149362875E0,6.444333315E-2,-4.798459053E-2,-2.202002943E-2
2.159394875E0,5.688054442E-2,-5.422123075E-2,-2.414110690E-2
2.169425875E0,2.645923555E-2,-2.632241070E-2,-3.693101406E-2
2.179456875E0,-1.560621858E-3,-2.057635188E-3,-2.027112722E-2
2.189487875E0,-2.867942333E-2,-3.045229912E-3,-4.992703557E-2
2.199519875E0,-1.890697181E-2,-4.587725401E-3,-6.865683675E-2
2.209550875E0,4.744430780E-3,-4.816936255E-3,-6.300521046E-2
2.219581875E0,2.605636239E-2,-1.214700580E-2,-4.575329304E-2
2.229613875E0,4.254843414E-2,-2.026878834E-2,-4.885699511E-2
2.239644875E0,4.861725926E-2,9.398229718E-3,-2.666710407E-2
2.249675875E0,6.627117276E-2,5.279860318E-2,-3.002545238E-2
2.259707875E0,5.724307179E-2,6.233190358E-2,-2.130959272E-2
2.269738875E0,6.563674986E-2,5.629056036E-2,-1.214408219E-2
2.279769875E0,7.233882844E-2,-1.158041060E-2,-1.805210888E-2
2.289800875E0,8.764450014E-2,-4.416635871E-2,7.321298718E-3
2.299832875E0,1.038892347E-1,-4.582989156E-2,1.256361991E-2
2.309863875E0,7.237683535E-2,-4.976799130E-2,-9.452608824E-3
2.319894875E0,2.827888906E-2,-5.160635591E-2,-5.518309772E-3
2.329926875E0,-1.050861597E-2,-6.485263824E-2,2.297254086E-2
2.339957875E0,-4.471131921E-2,-8.743458509E-2,9.848172963E-3
2.349988875E0,-3.844076514E-2,-1.034653115E-1,9.736491144E-3
2.360019875E0,-4.741974950E-2,-9.937167585E-2,1.768782735E-3
2.370051500E0,-1.813338518E-2,-9.181824267E-2,-6.417026818E-3
2.380082500E0,5.803946257E-3,-6.005499780E-2,-3.222108185E-2
2.390113500E0,1.971798062E-2,-3.989438295E-2,-3.852554977E-2
2.400145500E0,4.241979539E-2,-2.747255802E-2,-3.575104594E-2
2.410176500E0,6.629105330E-2,-3.000557184E-2,-3.372703224E-2
2.420207500E0,6.285405993E-2,-1.756912887E-2,-3.025729448E-2
2.430238500E0,7.231134653E-2,-1.167688966E-2,-3.188720584E-2
2.440270500E0,8.579561055E-2,-1.652657032E-2,-1.535508066E-2
2.450301500E0,5.648234904E-2,-2.494363725E-2,-1.142019689E-2
2.460332500E0,4.545391560E-2,-2.266205370E-2,6.903515160E-3
2.470364500E0,4.051243365E-2,-5.613911748E-3,1.331177115E-2
2.480395500E0,2.655396044E-2,-7.523612380E-3,-2.633878291E-3
2.490426500E0,3.235849142E-3,-1.556821167E-2,1.967324942E-2
2.500457500E0,1.290246606E-2,-2.920450330E-2,8.179669976E-3
2.510489500E0,1.421692014E-2,-3.896467566E-2,1.905081332E-2
2.520520500E0,1.980334997E-2,-3.212167919E-2,7.341179252E-4
2.530551500E0,1.178447843E-2,-1.977879167E-2,2.820258290E-2
2.540583500E0,5.324474573E-3,-3.031196594E-2,3.381474048E-2
2.550614500E0,2.233577907E-2,-4.181226969E-2,5.638382345E-2
2.560645500E0,3.842848599E-2,-5.390314221E-2,6.223483980E-2
2.570676500E0,5.517023385E-2,-6.648050308E-2,6.196002066E-2
2.580708500E0,5.479835093E-2,-6.399952948E-2,3.988473505E-2
2.590739500E0,4.485106766E-2,-4.659002960E-2,2.447878361E-2
2.600770500E0,1.054896176E-2,-5.090176642E-2,3.367996216E-2
2.610802500E0,-3.670297265E-3,-4.046039343E-2,1.065947413E-2
2.620833500E0,2.792045474E-3,-6.034151137E-2,9.204979241E-3
2.630864500E0,6.567592621E-3,-6.587765515E-2,7.987881303E-3
2.640896500E0,3.167787552E-2,-5.040650725E-2,-1.379270464E-2
2.650927500E0,4.258351743E-2,-6.215122461E-2,-1.928148597E-2
2.660958500E0,7.508468091E-2,-6.432112634E-2,-1.375235885E-2
2.670989500E0,9.947692573E-2,-9.152939022E-2,-2.906914026E-2
2.681021500E0,9.599256992E-2,-8.080267310E-2,-2.421799779E-2
2.691052500E0,6.878547549E-2,-5.699222624E-2,-3.040435195E-2
2.701083500E0,6.746985197E-2,-5.134264648E-2,-3.577209592E-2
2.711114500E0,7.191198170E-2,-7.519226968E-2,-3.790954560E-2
2.721146500E0,6.748154640E-2,-7.722066879E-2,-4.922390789E-2
2.731177500E0,7.637048364E-2,-6.349959254E-2,-4.134244591E-2
2.741208500E0,8.537402630E-2,-3.477806926E-2,-6.829898715E-2
2.751240500E0,9.669423580E-2,3.199011683E-3,-4.733671904E-2
2.761271500E0,6.729151189E-2,4.491831064E-3,-6.190768808E-2
2.771302500E0,2.889284670E-2,1.355969310E-3,-6.308794856E-2
2.781334500E0,-2.365432620E-2,9.922140241E-3,-9.752454042E-2
2.791365500E0,-4.401842415E-2,1.016246080E-2,-1.176243442E-1
2.801396500E0,-7.448183298E-3,1.911805630E-2,-1.363766572E-1
2.811427500E0,3.519439101E-2,4.377751887E-2,-7.370561510E-2
2.821459500E0,2.746203303E-2,8.143241823E-2,-5.732083976E-2
2.831490500E0,-5.931766391E-2,1.132798630E-1,-1.820679697E-1
2.841521500E0,-1.306267977E-1,1.102217692E-1,-2.464972696E-1
2.851553500E0,-1.044458896E-1,9.432903707E-2,-2.680311030E-1
2.861584500E0,-3.573408902E-2,8.315383852E-2,-3.490878376E-1
2.871615500E0,2.172240615E-3,1.137423778E-1,-3.027492383E-1
2.881646500E0,5.299623907E-2,1.422417068E-1,-1.732801893E-1
2.891678500E0,1.901350808E-1,1.948479366E-1,-9.513332158E-2
2.901709500E0,2.957352108E-1,2.288717151E-1,-1.147223711E-1
2.911740500E0,4.108423287E-1,2.104851454E-1,-8.237001926E-2
2.921772500E0,5.250630087E-1,1.694265819E-1,-4.418916285E-2
2.931803500E0,5.617659813E-1,6.576655805E-2,-3.450295776E-2
2.941834500E0,5.204314291E-1,-6.354870915E-2,-7.227187783E-2
2.951865500E0,4.440445733E-1,-1.342567492E-1,-8.073192179E-2
2.961897500E0,2.479055715E-1,-1.183172393E-1,-2.584089249E-1
2.971928500E0,5.414287806E-2,-5.854290783E-2,-3.301112840E-1
2.981959500E0,-2.547865748E-2,-7.994897962E-3,-2.471936730E-1
2.991991500E0,-1.224722707E-1,8.506646276E-2,-3.275350007E-1
3.002022500E0,-1.694838846E-1,1.947315770E-1,-4.420597360E-1
3.012053500E0,-3.234972060E-2,2.257662588E-1,-3.460086939E-1
3.022084500E0,2.380495048E-1,1.825483185E-1,-1.742382556E-1
3.032116500E0,5.188567740E-1,1.059158796E-1,1.993023455E-3
3.042147500E0,7.949014860E-1,6.745815754E-2,1.367359686E-1
3.052178500E0,8.901274860E-1,1.623748398E-1,1.772907946E-1
3.062210500E0,8.669871300E-1,2.348154098E-1,2.357158810E-1
3.072241500E0,8.198597413E-1,3.109385562E-1,3.884732205E-1
3.082272500E0,6.930663782E-1,3.895643109E-1,3.872543684E-1
3.092303500E0,4.752084786E-1,3.866772482E-1,1.676156992E-1
3.102335500E0,3.675033510E-1,2.786388293E-1,1.344333351E-1
3.112366500E0,3.670291418E-1,1.677648032E-1,1.778778550E-1
3.122397500E0,2.803430003E-1,4.973583162E-2,2.101587246E-1
3.132429500E0,3.862319827E-2,3.244006008E-2,1.692967737E-1
3.142460500E0,-3.649416858E-1,7.275222659E-2,5.124090493E-2
3.152491500E0,-6.600407195E-1,7.181988806E-2,-1.136306959E-1
3.162522500E0,-7.491283125E-1,2.379729062E-2,-1.237675752E-1
3.172554500E0,-6.654511482E-1,-4.502911538E-2,8.109503388E-3
3.182585500E0,-5.775990719E-1,-2.190659344E-2,1.078223643E-1
3.192616500E0,-6.284341800E-1,-5.676769316E-3,2.963705108E-2
3.202648500E0,-6.451993167E-1,-3.249619335E-2,2.738484979E-2
3.212679500E0,-5.191865569E-1,-1.373981658E-1,8.615462959E-2
3.222710500E0,-2.631597877E-1,-2.939243281E-1,9.903341442E-2
3.232741500E0,2.852622628E-2,-3.771372235E-1,1.492383389E-1
3.242773500E0,2.624423343E-1,-5.030368397E-1,1.271637842E-1
3.252804500E0,3.885088885E-1,-6.290297189E-1,5.069389790E-2
3.262835500E0,3.548026139E-1,-6.323301798E-1,3.957044721E-2
3.272867500E0,1.926710182E-1,-5.385159901E-1,-1.089390363E-1
3.282898500E0,-1.546120763E-2,-3.795591402E-1,-2.736882842E-1
3.292929500E0,-2.401872468E-1,-2.542044845E-1,-5.416620845E-1
3.302960500E0,-3.879545724E-1,-1.626338714E-1,-6.443229653E-1
3.312992500E0,-4.415010345E-1,-1.096557587E-1,-6.727269848E-1
3.323023500E0,-4.686052179E-1,-1.672423545E-1,-7.524416372E-1
3.333054500E0,-4.627316898E-1,-2.250771645E-1,-8.633814445E-1
3.343086500E0,-4.119486219E-1,-2.328753036E-1,-7.408124024E-1
3.353117500E0,-2.909106731E-1,-2.582647911E-1,-5.581735982E-1
3.363148542E0,-2.026738501E-1,-2.541299325E-1,-3.298439200E-1
3.373179542E0,-1.996859229E-1,-1.761315840E-1,-4.983055651E-2
3.383211542E0,-3.774243218E-1,-6.389837265E-2,1.126331609E-1
3.393242542E0,-6.589151305E-1,1.331206352E-2,1.795672618E-1
3.403273542E0,-8.597430146E-1,4.381815702E-2,2.177199054E-1
3.413305542E0,-9.443896472E-1,2.152886331E-2,1.721443677E-1
3.423336542E0,-8.909490198E-1,-2.863790810E-2,1.768825127E-1
3.433367542E0,-6.616411024E-1,-6.106773555E-2,1.104774387E-1
3.443399542E0,-2.687538189E-1,-1.395385391E-1,7.192528412E-2
3.453430542E0,1.501869035E-1,-1.673961362E-1,1.900887416E-1
3.463461542E0,5.097321939E-1,-1.792171597E-1,3.387951301E-1
3.473492542E0,8.142078227E-1,-1.533540478E-1,5.208886814E-1
3.483524542E0,9.786525768E-1,-8.999186486E-2,6.078771240E-1
3.493555542E0,9.808002591E-1,-5.881158739E-2,7.399503766E-1
3.503586542E0,9.074270582E-1,-5.322018743E-2,9.171825528E-1
3.513618542E0,8.514119017E-1,-1.184718981E-1,9.909042478E-1
3.523649542E0,8.891638649E-1,-2.012532690E-1,1.020790536E0
3.533680542E0,1.002390518E0,-2.563641536E-1,1.082691939E0
3.543711542E0,1.189438269E0,-3.211860940E-1,1.075293603E0
3.553743542E0,1.413690099E0,-3.105906469E-1,1.060127095E0
3.563774542E0,1.441864908E0,-2.290459621E-1,1.173307994E0
3.573805542E0,1.138199703E0,-4.918707043E-2,1.251615660E0
3.583837542E0,5.289174932E-1,1.051262131E-1,1.060880070E0
3.593868542E0,-2.096150798E-1,2.242389661E-1,9.870240355E-1
3.603899542E0,-8.740365332E-1,2.359497696E-1,7.427133322E-1
3.613930542E0,-1.241751553E0,1.342631811E-1,4.417146040E-1
3.623962542E0,-1.282874436E0,-6.906818837E-2,2.076496844E-1
3.633993542E0,-1.108742600E0,-2.735388878E-1,-5.005348161E-2
3.644024542E0,-8.930142564E-1,-3.843459633E-1,-1.706786169E-1
3.654056542E0,-6.990714687E-1,-4.491529933E-1,-1.842346555E-1
3.664087542E0,-5.059665871E-1,-4.628422022E-1,-1.548547357E-1
3.674118542E0,-2.902815127E-1,-4.288795272E-1,-1.711892250E-1
3.684149542E0,-9.094349921E-2,-3.619581440E-1,-1.721309191E-1
3.694181542E0,8.056352198E-2,-3.221909380E-1,-1.757623324E-1
3.704212542E0,2.521389556E-1,-3.012275004E-1,-1.412821788E-1
3.714243542E0,4.906837195E-1,-3.977270240E-1,-6.733331949E-2
3.724275542E0,6.923565263E-1,-5.898849490E-1,8.270126402E-2
3.734306542E0,6.856398296E-1,-7.850767019E-1,4.270163119E-2
3.744337542E0,5.403131318E-1,-8.789271444E-1,-1.082541811E-1
3.754368542E0,2.453228563E-1,-7.992769575E-1,-1.502180399E-1
3.764400542E0,-2.464051759E-1,-6.553813657E-1,-2.097485425E-1
