"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.296671167E0,-6.198691785E-2,-3.418223798E-2,2.960328341E-2
1.306703167E0,-2.564091772E-2,-3.630477726E-2,1.975364864E-2
1.316735167E0,1.933966577E-2,-3.115630388E-2,4.382780492E-2
1.326766167E0,5.469631702E-3,-4.639531732E-2,3.440443218E-2
1.336798167E0,-2.912995130E-2,-3.674682677E-2,9.068446755E-3
1.346830167E0,-3.176353723E-2,-4.337756932E-2,3.910266995E-2
1.356862167E0,-1.771428600E-2,-5.516438663E-2,2.418583810E-2
1.366894167E0,-4.201370627E-2,-5.450482070E-2,-6.593905091E-3
1.376926167E0,-1.113654846E-1,-2.749068439E-2,-3.161940336E-2
1.386957167E0,-6.857453719E-2,-3.333205283E-2,2.262872458E-3
1.396989167E0,-1.394122392E-2,-2.819468915E-2,2.003373027E-2
1.407021167E0,-1.710939154E-2,-1.830997109E-2,-1.293287158E-2
1.417053167E0,-2.480447352E-2,-5.198174715E-3,6.490643263E-2
1.427085167E0,-4.223166123E-2,-5.659987807E-2,5.464983165E-2
1.437117167E0,-3.695586473E-2,-8.154994726E-2,-1.587869883E-2
1.447148167E0,-4.198520109E-2,-2.676446021E-2,-3.001668155E-2
1.457180167E0,-2.917789847E-2,-1.542437017E-2,-4.094395816E-2
1.467212167E0,-5.001591325E-2,-2.553362131E-2,-5.077020407E-2
1.477244167E0,-4.687230393E-2,-3.938099742E-2,-1.452682257E-2
1.487276167E0,-3.075386927E-2,-3.434537530E-2,1.341234326E-2
1.497307167E0,1.254622445E-2,-2.281232715E-2,2.394083977E-2
1.507339167E0,7.027183771E-3,-4.955339849E-2,3.315955997E-2
1.517371167E0,-2.424518734E-2,-5.171219051E-2,1.087582111E-4
1.527403167E0,-5.512067869E-2,-3.679886699E-2,-1.270483017E-2
1.537435167E0,-8.071613431E-2,-4.094863594E-2,-1.230254173E-3
1.547467167E0,-3.829809308E-2,-3.621239126E-2,1.031448841E-3
1.557498167E0,-5.039744407E-2,-3.235615253E-2,-1.254812479E-3
1.567530167E0,-3.708888888E-2,-4.568897367E-2,1.655989945E-2
1.577562167E0,-2.172430649E-2,-4.529077828E-2,2.197851419E-2
1.587594167E0,1.849181950E-3,-5.272141993E-2,3.627846479E-2
1.597626167E0,-2.451006621E-3,-5.281848371E-2,2.978220820E-2
1.607658167E0,-2.643409252E-2,-7.095011473E-2,2.203406274E-2
1.617689167E0,-3.576332510E-2,-6.450355947E-2,5.315119028E-4
1.627721167E0,-7.377505079E-2,-4.744547725E-2,-6.551805139E-3
1.637753167E0,-4.843526468E-2,-6.293416679E-2,-4.741507173E-3
1.647785167E0,-5.584865704E-2,-5.835287333E-2,-6.074087620E-3
1.657817167E0,-4.700050414E-2,-3.653749645E-2,-2.070849895E-2
1.667849167E0,-8.764932409E-2,-3.580308616E-2,-3.647376180E-2
1.677880167E0,-1.042112701E-1,-7.414854169E-3,-4.186664879E-2
1.687912167E0,-5.085864320E-2,2.479219437E-3,1.819653511E-3
1.697944167E0,1.067292273E-2,-1.306384921E-2,2.308363795E-2
1.707976167E0,1.023262739E-5,-2.867299139E-2,2.114587069E-2
1.718008167E0,-2.542778671E-2,-2.373267889E-2,-6.665825844E-4
1.728039167E0,-3.841182142E-3,-2.476178885E-2,3.091422915E-2
1.738071167E0,8.107164502E-4,-3.268125772E-2,2.591661394E-2
1.748103167E0,-3.092592359E-3,-4.191635013E-2,1.210724473E-2
1.758135167E0,1.136552542E-2,-4.536620736E-2,-3.955056667E-3
1.768167167E0,-4.226703689E-2,-5.061408341E-2,-1.762935519E-3
1.778199167E0,-9.803894922E-2,-5.099707603E-2,-2.913667560E-2
1.788230167E0,-9.722779423E-2,-3.339461803E-2,7.491452694E-3
1.798262167E0,-2.771697164E-2,-2.307954490E-2,4.974577188E-2
1.808294167E0,-2.774898514E-2,-6.735115349E-2,3.105222344E-2
1.818326167E0,-4.192512095E-2,-7.451457739E-2,1.791002154E-2
1.828358167E0,-4.939830109E-2,-7.494844079E-2,-9.354960322E-3
1.838390167E0,-4.887526765E-2,-5.451125264E-2,-1.432567835E-2
1.848421167E0,-5.984610602E-2,-4.397983253E-2,-5.452528596E-3
1.858453167E0,-2.961410075E-2,-3.749059260E-2,4.001834393E-3
1.868485167E0,2.100904584E-2,-3.585103333E-2,2.837361395E-2
1.878517167E0,1.731799096E-3,-4.946978331E-2,8.988924623E-3
1.888549167E0,-5.490842476E-2,-6.424101949E-2,-9.905183315E-4
1.898581542E0,-5.748134583E-2,-3.331918895E-2,-1.931978524E-2
1.908612542E0,-2.967783540E-2,-1.835382521E-2,-1.380819976E-2
1.918644542E0,-5.287607878E-2,-1.366143465E-2,-2.160370767E-2
1.928676542E0,-3.760212824E-2,3.193164468E-3,-5.166599751E-3
1.938708542E0,-9.580078125E-3,-1.409120500E-2,2.026352584E-2
1.948740542E0,-2.969347671E-2,-3.420036435E-2,2.102366388E-2
1.958771542E0,-4.878507435E-2,-4.681573212E-2,-5.111051202E-3
1.968803542E0,-6.446599111E-2,-2.455538213E-2,-3.990139961E-3
1.978835542E0,-6.836403742E-2,-1.847837090E-2,-2.816019058E-3
1.988867542E0,-7.868291125E-2,-1.517878711E-2,-1.408711195E-2
1.998899542E0,-7.213022903E-2,-2.240360677E-2,-1.130032897E-2
2.008931542E0,6.638343930E-3,-3.819576681E-2,2.420045614E-2
2.018962542E0,2.697832212E-2,-5.335701227E-2,5.703666508E-2
2.028994542E0,-1.081954166E-2,-6.419424176E-2,3.829516947E-2
2.039026542E0,-4.391960621E-2,-7.879649341E-2,3.893193126E-2
2.049058542E0,-7.001353696E-2,-8.332165360E-2,1.521153152E-2
2.059090542E0,-9.850175634E-2,-7.204529822E-2,-6.864631176E-4
2.069122542E0,-1.064922689E-1,-5.101695657E-2,-1.617222905E-2
2.079153542E0,-7.136936009E-2,-5.413527668E-2,-3.189071417E-3
2.089185542E0,-4.831408113E-2,-5.273603797E-2,1.573193371E-2
2.099217542E0,-1.550535411E-3,-4.737998843E-2,4.366466761E-2
2.109249542E0,5.321594819E-2,-8.517405152E-2,5.275357962E-2
2.119281542E0,3.377307907E-2,-1.062567723E-1,3.326773345E-2
2.129313542E0,3.406295478E-2,-1.163467276E-1,3.519146740E-2
2.139344542E0,-7.113137841E-3,-1.054814315E-1,5.836690664E-3
2.149376542E0,-6.731007680E-2,-7.897132516E-2,-3.282217562E-2
2.159408542E0,-1.481042714E-1,-1.734751940E-2,-6.949006498E-2
2.169440542E0,-1.286266114E-1,3.112414420E-2,-6.070988595E-2
2.179472542E0,-6.981136948E-2,4.501186609E-2,-1.944316149E-2
2.189503542E0,-1.821860835E-2,3.011023700E-2,-1.626636922E-2
2.199535542E0,1.069894284E-2,-3.230586648E-3,4.724550247E-4
2.209567542E0,-3.231405258E-2,-1.691716433E-2,-2.098682642E-2
2.219599542E0,-3.867538467E-2,-7.134772539E-3,-3.253039956E-2
2.229631542E0,-4.441632718E-2,-2.668435335E-2,-3.993940651E-2
2.239663542E0,-7.951979399E-2,-6.501869917E-2,-3.883252859E-2
2.249694542E0,-9.603817821E-2,-8.020450294E-2,-2.342453063E-2
2.259726542E0,-1.068650289E-1,-8.355554223E-2,1.235516667E-2
2.269758542E0,-6.402818084E-2,-6.732659519E-2,2.759476483E-2
2.279790542E0,-3.456640005E-2,-4.779631019E-2,4.936511815E-2
2.289822542E0,-6.712749749E-3,-5.163266838E-2,4.910140872E-2
2.299854542E0,-2.560495734E-3,-5.773950040E-2,3.254911065E-2
2.309885542E0,1.356817156E-2,-8.448174119E-2,3.202169180E-2
2.319917542E0,-1.055627078E-2,-9.689654946E-2,5.696942210E-3
2.329949542E0,-3.761426121E-2,-1.161163473E-1,-3.066279888E-3
2.339981542E0,-6.006113738E-2,-1.193755853E-1,-1.636752605E-2
2.350013542E0,-1.112818694E-1,-1.039810359E-1,-1.598044038E-2
2.360045542E0,-9.883782506E-2,-7.962036610E-2,1.994485259E-2
2.370076542E0,-7.670669854E-3,-4.100944698E-2,2.149611890E-2
2.380108542E0,-6.229915917E-3,-4.218356788E-2,2.970093191E-2
2.390140542E0,-2.006588995E-2,-2.881683290E-2,5.961821079E-3
2.400172542E0,-3.117150664E-2,-6.597998142E-3,4.385411739E-4
2.410204542E0,-9.999323487E-3,3.099024296E-5,2.318187118E-2
2.420235542E0,4.995831817E-2,-4.135560215E-2,1.735862911E-2
2.430267542E0,4.033847898E-2,-8.193177044E-2,1.099276543E-3
2.440299542E0,-3.806508154E-2,-8.429346085E-2,-3.142059803E-2
2.450331542E0,-7.375560880E-2,-8.082898557E-2,-1.972382784E-2
2.460363542E0,-7.700461417E-2,-7.597813547E-2,-2.857826650E-2
2.470395542E0,-1.118163049E-1,-8.905543327E-2,-1.473205984E-2
2.480426542E0,-1.303011078E-1,-5.289976001E-2,-2.704454184E-2
2.490458542E0,-1.186344507E-1,-1.705632806E-3,9.762511253E-3
2.500490542E0,-3.872844815E-2,3.272218823E-2,2.942903638E-2
2.510522542E0,4.204674304E-2,3.778704643E-2,8.256736279E-2
2.520554542E0,5.862798482E-2,-2.267023981E-2,5.036557674E-2
2.530586542E0,7.083901763E-2,-3.211875558E-2,3.662695885E-2
2.540617542E0,6.461173296E-2,-3.239006639E-2,3.150012016E-2
2.550649542E0,3.696025014E-3,-6.456437051E-2,-5.534389615E-3
2.560681542E0,-7.078054547E-4,-5.420251966E-2,-1.265805244E-2
2.570713542E0,1.681366861E-3,-7.773346961E-2,-2.749419272E-2
2.580745542E0,-5.190310210E-2,-8.336199939E-2,-1.126816928E-2
2.590777542E0,1.631022334E-2,-8.118449628E-2,8.443964124E-3
2.600808542E0,8.995999753E-2,-1.011889905E-1,2.170954227E-2
2.610840542E0,1.142467001E-1,-7.681019425E-2,1.105755258E-1
2.620872542E0,1.991061714E-1,-2.028399110E-3,2.042619538E-1
2.630904542E0,2.660407108E-1,-1.068754077E-2,3.608989209E-1
2.640936542E0,2.071709436E-1,-5.109589398E-2,6.535538185E-1
2.650968542E0,1.424285254E-1,-9.146682501E-2,9.174293053E-1
2.660999542E0,9.866825581E-2,-1.315828174E-1,1.148884320E0
2.671031542E0,-1.893942386E-2,-1.798258549E-1,1.154760772E0
2.681063542E0,-9.176678717E-2,-3.253905344E-1,9.421548414E-1
2.691095542E0,6.567709565E-2,-5.675582331E-1,6.765076482E-1
2.701127542E0,2.242149925E-1,-9.195629543E-1,5.316873193E-1
2.711159542E0,2.517670727E-1,-1.222643437E0,3.886047828E-1
2.721190542E0,2.508429202E-1,-1.415255399E0,3.834528011E-1
2.731222542E0,2.375638935E-1,-1.486225979E0,3.556691712E-1
2.741254542E0,1.629203850E-1,-1.417656265E0,1.848070979E-1
2.751286542E0,2.798091495E-1,-1.211330829E0,1.803105891E-2
2.761318542E0,4.990931851E-1,-7.828205538E-1,-4.533170879E-2
2.771349542E0,8.903546503E-1,-2.906516415E-1,-6.479767442E-2
2.781381542E0,1.515674603E0,-7.814218998E-3,-3.597347403E-1
2.791413542E0,2.085952961E0,1.275891691E-1,-6.478083444E-1
2.801445542E0,2.210022691E0,1.441981852E-1,-9.820515633E-1
2.811477542E0,2.221042646E0,1.499255329E-1,-1.223172610E0
2.821509542E0,2.225555235E0,2.021294743E-1,-1.486166337E0
2.831540542E0,2.245766136E0,3.055298817E-1,-1.650273122E0
2.841572542E0,2.198785220E0,3.511638916E-1,-1.726841242E0
2.851604542E0,2.242560984E0,3.460200959E-1,-1.683418649E0
2.861636542E0,2.371156167E0,2.543141198E-1,-1.599542679E0
2.871668542E0,2.481487572E0,1.734477121E-1,-1.501225841E0
2.881700542E0,2.585809793E0,9.727837265E-2,-1.458402003E0
2.891731542E0,2.709854087E0,1.861811936E-2,-1.385893605E0
2.901763167E0,2.786182179E0,-4.091413736E-2,-1.336627890E0
2.911795167E0,2.772442684E0,-1.009317130E-1,-1.253279339E0
2.921827167E0,2.716514651E0,-2.295423907E-1,-1.107808215E0
2.931859167E0,2.590810039E0,-4.558541948E-1,-9.700945920E-1
2.941891167E0,2.427093263E0,-7.176124048E-1,-8.578613806E-1
2.951922167E0,2.297071068E0,-8.942866105E-1,-7.445055038E-1
2.961954167E0,2.001401346E0,-9.581656873E-1,-6.685899335E-1
2.971986167E0,1.704794315E0,-9.463619131E-1,-6.961063457E-1
2.982018167E0,1.498459523E0,-9.054460216E-1,-7.459070814E-1
2.992050167E0,1.358422801E0,-8.827816290E-1,-7.637773418E-1
3.002082167E0,1.355267644E0,-9.087564227E-1,-7.954382604E-1
3.012113167E0,1.448351809E0,-1.019096306E0,-8.494425595E-1
3.022145167E0,1.450070890E0,-1.136979682E0,-9.167790949E-1
3.032177167E0,1.275205813E0,-1.141427074E0,-9.281349725E-1
3.042209167E0,1.097752174E0,-1.113491709E0,-9.314515132E-1
3.052241167E0,9.474816549E-1,-1.062737584E0,-9.284407818E-1
3.062273167E0,7.234309691E-1,-9.429389530E-1,-8.137464774E-1
3.072304167E0,4.597946334E-1,-8.229125726E-1,-6.718240285E-1
3.082336167E0,3.292619759E-1,-8.001861995E-1,-6.574328613E-1
3.092368167E0,1.962302184E-1,-8.297637552E-1,-6.057025445E-1
3.102400167E0,1.537993133E-2,-8.677139390E-1,-5.284450382E-1
3.112432167E0,-1.806631762E-1,-9.050858331E-1,-4.750213677E-1
3.122464167E0,-4.693331963E-1,-8.769712508E-1,-5.467444843E-1
3.132495167E0,-8.946871448E-1,-6.820967093E-1,-6.613925958E-1
3.142527167E0,-1.304351844E0,-4.120565030E-1,-7.257441276E-1
3.152559167E0,-1.522072919E0,-2.313477185E-1,-7.875907123E-1
3.162591167E0,-1.747225220E0,-1.550042783E-1,-7.523232311E-1
3.172623167E0,-1.989767725E0,-1.963791762E-1,-4.844523418E-1
3.182655167E0,-2.217617347E0,-3.008373450E-1,-2.677112603E-1
3.192686167E0,-2.323036214E0,-3.933764032E-1,-1.510043442E-2
3.202718167E0,-2.205261011E0,-4.671437064E-1,1.024291849E-1
3.212750167E0,-1.980050238E0,-5.737135971E-1,3.948624730E-2
3.222782167E0,-1.852428909E0,-7.071577294E-1,2.381337047E-2
3.232814167E0,-1.770601804E0,-8.382470419E-1,-1.261069000E-2
3.242846167E0,-1.707249561E0,-8.808077551E-1,-3.729704976E-2
3.252877167E0,-1.563572947E0,-8.939309536E-1,-2.971788883E-2
3.262909167E0,-1.366584930E0,-1.019265729E0,-1.325271428E-2
3.272941167E0,-1.266892827E0,-1.258237193E0,1.276394552E-1
3.282973167E0,-1.249471632E0,-1.531690712E0,3.101398265E-1
3.293005167E0,-1.380626433E0,-1.582613528E0,4.431786007E-1
3.303037167E0,-1.775415232E0,-1.373944674E0,5.357745230E-1
3.313068167E0,-2.135345269E0,-1.145427593E0,5.599317098E-1
3.323100167E0,-2.295992841E0,-9.982018653E-1,5.641288412E-1
3.333132167E0,-2.544225272E0,-6.071605477E-1,5.436378586E-1
3.343164167E0,-2.474472667E0,-2.209167244E-1,5.323989254E-1
3.353196167E0,-2.326332289E0,-1.845166375E-1,9.316871560E-1
3.363228167E0,-2.158520708E0,-4.560110463E-1,1.325588931E0
3.373259167E0,-2.078386372E0,-7.248243606E-1,1.661072345E0
3.383291167E0,-2.181647031E0,-7.437263623E-1,1.798540385E0
3.393323167E0,-2.039309430E0,-5.556068167E-1,1.899059869E0
3.403355167E0,-1.768713153E0,-5.808895925E-1,1.990055993E0
3.413387167E0,-1.470118654E0,-8.088630290E-1,2.046334274E0
3.423419167E0,-9.977057290E-1,-1.104290969E0,2.116002095E0
3.433450167E0,-5.133486968E-1,-1.430037306E0,2.111557626E0
3.443482167E0,-9.942780912E-2,-1.522508098E0,2.084724169E0
3.453514167E0,7.900640845E-2,-1.353403405E0,1.814755883E0
3.463546167E0,1.210490584E-1,-9.970683825E-1,1.277631823E0
3.473578167E0,1.511405843E-1,-5.390489638E-1,6.235166717E-1
3.483610167E0,2.110540795E-1,-1.085661301E-1,-1.890053988E-2
3.493641167E0,2.306054145E-1,1.630642265E-1,-4.930992043E-1
3.503673167E0,1.245088559E-1,2.908029382E-1,-8.987994915E-1
3.513705167E0,-6.161386549E-2,2.987656765E-1,-1.244233696E0
3.523737167E0,-3.469813782E-1,2.660930434E-1,-1.495618946E0
3.533769167E0,-6.801399386E-1,1.710176092E-1,-1.694724240E0
3.543801167E0,-1.000101918E0,5.595142186E-2,-1.834351072E0
3.553832167E0,-1.286013806E0,-8.231008530E-2,-1.811439342E0
3.563864167E0,-1.405052592E0,-2.415958411E-1,-1.514870903E0
3.573896167E0,-1.316202396E0,-4.032926962E-1,-1.126069654E0
3.583928167E0,-8.349549133E-1,-6.188274971E-1,-7.149840814E-1
3.593960167E0,-8.735681713E-2,-1.000763530E0,-1.348087263E-1
3.603992167E0,6.018667710E-1,-1.357034088E0,4.606243533E-1
3.614023167E0,1.122203475E0,-1.696864906E0,8.791756511E-1
3.624055167E0,1.361946918E0,-1.923055965E0,1.047221121E0
3.634087167E0,9.791063207E-1,-1.971844255E0,9.489189005E-1
3.644119167E0,3.562749428E-1,-1.723338175E0,7.017822379E-1
3.654151167E0,-1.618503445E-1,-1.274576653E0,5.753701133E-1
3.664183167E0,-5.381467384E-1,-8.451989427E-1,4.783677292E-1
3.674214167E0,-7.235713023E-1,-5.956929883E-1,3.365423441E-1
3.684246167E0,-7.073306608E-1,-5.769702038E-1,3.949338090E-1
3.694278167E0,-6.368056387E-1,-6.945454314E-1,4.633988571E-1
3.704310167E0,-5.685645390E-1,-7.199863744E-1,5.767108798E-1
3.714342167E0,-2.051495612E-1,-6.151007742E-1,5.115652961E-1
3.724374167E0,2.441323632E-1,-5.457656604E-1,4.472394919E-1
3.734405167E0,3.981994790E-1,-5.091661835E-1,4.355058843E-1
3.744437167E0,4.910497552E-1,-3.289754623E-1,4.642566437E-1
3.754469167E0,7.380133402E-1,-8.534771383E-2,4.622545570E-1
