"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.065856790E2,7.416959167E-2,-2.889343143E-2,1.740949988E-2
1.065957110E2,7.043789864E-2,-2.010272741E-2,5.125259936E-2
1.066057440E2,8.295620263E-2,-2.552660465E-2,2.414783120E-2
1.066157760E2,5.437384307E-2,-2.248488307E-2,-8.289012909E-3
1.066258090E2,3.221757352E-2,-2.855253875E-2,2.543889642E-2
1.066358410E2,5.555965841E-2,-1.257560670E-2,4.686601818E-2
1.066458740E2,8.490274072E-2,-2.085701823E-3,7.622254908E-2
1.066559060E2,5.652503371E-2,-5.165430307E-3,6.665416539E-2
1.066659390E2,3.430444479E-2,1.739371240E-2,3.502072871E-2
1.066759720E2,5.392945468E-2,3.410505474E-2,4.133922994E-2
1.066860040E2,4.555331826E-2,2.190834761E-2,2.266146898E-2
1.066960370E2,2.781929791E-2,-6.735992432E-4,5.225539684E-2
1.067060690E2,2.768481195E-2,-8.260361552E-3,6.529585719E-2
1.067161020E2,6.070988595E-2,1.397250652E-2,5.141105890E-2
1.067261340E2,6.412115157E-2,1.703293920E-2,2.422326028E-2
1.067361670E2,5.425806820E-2,-5.168938637E-4,2.005361080E-2
1.067461990E2,4.320800006E-2,-1.102784872E-2,3.362265944E-2
1.067562320E2,2.962784171E-2,-1.619737208E-2,6.993269920E-3
1.067662640E2,7.412515283E-3,-1.905899942E-2,-1.484374166E-2
1.067762970E2,6.067655683E-3,-3.744439960E-2,8.505944610E-3
1.067863290E2,2.549327552E-2,-5.576197207E-2,4.954872072E-2
1.067963620E2,3.688949883E-2,-5.838795662E-2,4.388335347E-2
1.068063940E2,6.988299787E-2,-3.557679892E-2,4.159826159E-2
1.068164270E2,4.323957503E-2,-1.183417976E-2,5.108770788E-2
1.068264590E2,3.939386129E-2,-1.886253297E-2,1.003686261E-1
1.068364920E2,2.644344807E-2,-1.044371188E-2,1.006142092E-1
1.068465250E2,-1.530801058E-3,6.186354160E-4,8.264454603E-2
1.068565570E2,-8.535180688E-3,-1.423855484E-2,7.360825896E-2
1.068665900E2,-3.362733722E-2,-1.060275614E-2,5.117658556E-2
1.068766220E2,-5.100409269E-2,-2.924017131E-2,4.909380734E-2
1.068866550E2,-2.663932979E-2,-2.071083784E-2,3.906524777E-2
1.068966870E2,-2.134233713E-2,-1.018760383E-2,3.133639812E-2
1.069067200E2,1.913852155E-2,5.973515511E-3,4.915520310E-2
1.069167520E2,6.866911590E-2,-1.338427663E-3,3.443366826E-2
1.069267850E2,8.283808887E-2,-5.185310841E-3,2.927759349E-2
1.069368170E2,9.031784713E-2,-7.873860598E-3,1.922915339E-2
1.069468500E2,9.750349045E-2,-1.306267977E-2,2.572833359E-2
1.069568820E2,9.059266627E-2,5.170692801E-3,2.977869987E-2
1.069669150E2,6.275991976E-2,4.429265857E-3,2.050910890E-2
1.069769470E2,5.304886401E-2,-3.280872703E-3,2.976642072E-2
1.069869800E2,8.151544869E-2,1.030279398E-2,5.186304867E-2
1.069970120E2,4.937681258E-2,-4.770743251E-3,5.083803177E-2
1.070070450E2,1.217682660E-2,-1.332112670E-2,5.755414367E-2
1.070170770E2,1.113309860E-2,-4.861375093E-3,6.353584528E-2
1.070271100E2,5.885222554E-3,-1.048230350E-2,8.598389089E-2
1.070371430E2,6.250088811E-3,-2.369291782E-2,9.550491214E-2
1.070471750E2,-8.355671167E-3,-2.726849020E-2,6.651792526E-2
1.070572080E2,2.622476220E-3,-2.127041638E-2,4.238880515E-2
1.070672400E2,-5.818564296E-3,-1.230955839E-2,2.473079860E-2
1.070772730E2,-4.970718026E-3,-1.812987685E-2,2.313626289E-2
1.070873050E2,7.100858688E-3,-3.457867920E-2,1.286036611E-2
1.070973380E2,3.628197312E-2,-3.670180321E-2,2.034246325E-3
1.071073700E2,4.361672044E-2,-5.659052253E-2,-3.315371275E-3
1.071174030E2,3.816828489E-2,-7.375093102E-2,-1.104831398E-2
1.071274364E2,3.325019181E-2,-6.930704713E-2,1.151550651E-2
1.071374694E2,5.693024576E-2,-5.202969432E-2,7.071271777E-2
1.071475014E2,6.614019513E-2,-3.223394573E-2,2.126807749E-2
1.071575344E2,7.566297054E-3,-1.807900608E-2,1.794919789E-2
1.071675664E2,-1.116350412E-2,7.292062640E-3,3.253800094E-2
1.071775994E2,-1.713818908E-2,2.736379981E-2,9.090841591E-2
1.071876314E2,-7.141204476E-3,-9.220474362E-3,1.390210605E-1
1.071976644E2,1.197451293E-2,-2.720943332E-2,1.108667171E-1
1.072076964E2,8.082021475E-3,-1.498115122E-2,9.270058751E-2
1.072177294E2,1.033027589E-2,3.643984795E-3,1.204848021E-1
1.072277624E2,1.807491302E-2,5.293835163E-2,1.379890269E-1
1.072377944E2,4.413712263E-2,6.092038572E-2,1.032746923E-1
1.072478274E2,7.122434914E-2,4.825239301E-2,7.032563210E-2
1.072578594E2,7.075832605E-2,1.887715101E-2,3.515229106E-2
1.072678924E2,6.922518611E-2,-5.646656156E-3,1.069338799E-2
1.072779244E2,7.242829084E-2,-2.513951898E-2,-1.284633279E-2
1.072879574E2,5.941355824E-2,-3.585512638E-2,-4.483118713E-2
1.072979894E2,6.192435265E-2,-5.040533781E-2,-7.353166044E-2
1.073080224E2,4.565505981E-2,-4.910491705E-2,-6.120514512E-2
1.073180544E2,3.087095976E-2,-1.755801916E-2,-1.422861457E-2
1.073280874E2,4.054459333E-2,-7.309019566E-4,3.553352952E-3
1.073381194E2,4.305831134E-2,1.192598104E-2,3.042774081E-2
1.073481524E2,1.909876049E-2,4.090712070E-3,4.960017622E-2
1.073581844E2,1.850468338E-2,5.518602133E-3,4.767001033E-2
1.073682174E2,6.503273249E-3,1.113602221E-2,6.249913394E-2
1.073782494E2,3.062128365E-2,-1.956244469E-2,7.527705431E-2
1.073882824E2,5.408557534E-2,-2.381921768E-2,3.225674987E-2
1.073983144E2,5.208875120E-2,-2.978630126E-2,6.224653423E-2
1.074083474E2,5.960593164E-2,-1.594418764E-2,7.663536251E-2
1.074183804E2,6.692839980E-2,-4.703149438E-2,1.015994650E-1
1.074284124E2,6.611622155E-2,-5.102104962E-2,7.341003835E-2
1.074384454E2,3.326948762E-2,-4.321267784E-2,3.832499027E-2
1.074484774E2,-2.476061940E-2,-4.368162453E-2,3.662461996E-2
1.074585104E2,-5.305061817E-2,-4.545099199E-2,2.323858917E-2
1.074685424E2,-7.860645890E-2,-5.688814580E-2,3.615684271E-2
1.074785754E2,-7.542148054E-2,-7.515367806E-2,5.492523551E-2
1.074886074E2,-4.305304885E-2,-6.813058734E-2,6.656821132E-2
1.074986404E2,6.089875102E-3,-8.918114841E-2,4.670755863E-2
1.075086724E2,2.902090073E-2,-9.092712700E-2,4.703851104E-2
1.075187054E2,5.620109797E-2,-6.712837458E-2,3.345016658E-2
1.075287374E2,4.869619668E-2,-3.545225322E-2,1.543781877E-2
1.075387704E2,4.640057981E-2,-2.943488359E-3,1.595237374E-2
1.075488024E2,1.612135828E-2,-7.896664739E-3,1.743932068E-2
1.075588354E2,6.746517420E-3,-3.445998073E-2,-1.493963599E-3
1.075688674E2,1.779717028E-2,-3.157028675E-2,-2.083713770E-2
1.075789004E2,-1.559569359E-2,-1.319775045E-2,-9.425711632E-4
1.075889324E2,-2.637678981E-2,1.910694659E-2,7.492622137E-3
1.075989654E2,-3.349285126E-3,4.139770210E-2,3.804900169E-2
1.076089974E2,6.651207805E-2,2.630720794E-2,8.535063744E-2
1.076190304E2,1.129091495E-1,2.097337782E-2,4.834127069E-2
1.076290634E2,7.811880112E-2,-5.370667577E-3,4.109715521E-2
1.076390954E2,9.426179409E-2,2.821749330E-2,5.937379718E-2
1.076491284E2,1.001055014E-1,2.257726908E-2,6.607762992E-2
1.076591604E2,9.142881811E-2,2.636509538E-3,6.636297405E-2
1.076691934E2,8.478053391E-2,-1.548342705E-2,4.306708217E-2
1.076792254E2,5.309739590E-2,-2.061728239E-3,1.398712456E-2
1.076892584E2,3.320926130E-2,1.104480565E-2,2.165808678E-2
1.076992904E2,-6.297451258E-3,5.009309649E-3,1.734576523E-2
1.077093234E2,1.324979067E-3,5.109881759E-3,2.368356228E-2
1.077193554E2,-2.272344947E-2,-9.998154044E-3,4.483761907E-2
1.077293884E2,-1.321763098E-2,-1.011217475E-2,7.285513759E-2
1.077394204E2,3.449272513E-2,1.050861597E-2,7.351645768E-2
1.077494534E2,5.417328358E-2,-1.459640443E-2,4.822841942E-2
1.077594854E2,6.844458282E-2,-4.074866116E-2,6.552974582E-2
1.077695184E2,8.479164362E-2,-4.281565189E-2,6.136652827E-2
1.077795504E2,6.796218753E-2,-3.676261425E-2,6.224419534E-2
1.077895834E2,5.786112249E-2,-2.381453991E-2,9.322098970E-2
1.077996154E2,7.032387793E-2,-3.568087935E-2,1.184792072E-1
1.078096484E2,4.914350867E-2,-5.220452607E-2,7.601263404E-2
1.078196804E2,-5.585260391E-3,-2.559033930E-2,7.532032371E-2
1.078297134E2,-3.283387005E-2,-2.183759630E-2,6.360659659E-2
1.078397464E2,-2.224163890E-2,-3.893543959E-2,4.861024261E-2
1.078497784E2,-4.214322209E-2,-6.988650620E-2,3.563234746E-2
1.078598114E2,-4.686250985E-2,-8.001329899E-2,-1.264752746E-2
1.078698434E2,-4.645963669E-2,-6.670445144E-2,-5.851951897E-2
1.078798764E2,-6.432288051E-2,-5.327339709E-2,-1.031565785E-2
1.078899084E2,-2.332980573E-2,-4.460489988E-2,3.597207069E-2
1.078999414E2,3.586974442E-2,-5.425514460E-2,2.294681311E-2
1.079099734E2,3.637786746E-2,-8.329066336E-2,2.328361273E-3
1.079200064E2,5.066436946E-2,-7.379770875E-2,1.117929161E-2
1.079300384E2,6.884921014E-2,-2.969508469E-2,2.559384763E-2
1.079400714E2,3.608141363E-2,-2.735912204E-2,1.948876977E-2
1.079501034E2,4.122871757E-2,-1.149153292E-2,5.527899206E-2
1.079601364E2,7.593311191E-2,-1.327259481E-2,1.024028724E-1
1.079701684E2,7.760950863E-2,-2.239483595E-3,8.477117836E-2
1.079802014E2,6.790313065E-2,1.347256958E-2,7.113020897E-2
1.079902334E2,7.369070470E-2,4.455402911E-2,8.427182615E-2
1.080002664E2,8.195749819E-2,4.446749032E-2,5.126897156E-2
1.080102984E2,6.577942193E-2,2.596923888E-2,2.701355159E-2
1.080203314E2,3.014298141E-2,1.761999965E-2,-1.112725139E-2
1.080303634E2,3.249356210E-2,3.567093909E-2,-2.249131501E-2
1.080403964E2,2.776374936E-2,2.231765270E-2,-8.325850368E-3
1.080504284E2,4.326881111E-2,1.791002154E-3,9.568383694E-3
1.080604614E2,5.808390141E-2,-1.977528334E-2,1.283814669E-2
1.080704944E2,5.853589118E-2,-1.605645418E-3,3.540547550E-2
1.080805264E2,5.109823287E-2,1.934902132E-2,2.448404610E-2
1.080905594E2,7.542908192E-4,2.430804491E-2,6.533561826E-2
1.081005914E2,3.443542242E-2,1.488584161E-2,1.097937530E-1
1.081106244E2,7.255634487E-2,-2.058629215E-2,1.055545217E-1
1.081206550E2,1.669555485E-2,-2.282168269E-2,1.054691523E-1
1.081306880E2,-5.917382240E-4,2.676796854E-2,8.092838824E-2
1.081407200E2,2.612652898E-2,1.881341636E-2,6.891352952E-2
1.081507530E2,4.046682537E-2,-1.849123478E-2,4.909439206E-2
1.081607850E2,3.996104121E-2,-5.422883213E-2,3.040259778E-2
1.081708180E2,6.153668225E-2,-4.856931210E-2,3.024940073E-2
1.081808500E2,6.018656015E-2,-2.132713437E-2,2.148500919E-2
1.081908830E2,6.991340339E-2,-1.580794752E-2,2.117861509E-2
1.082009150E2,5.059478760E-2,-3.039967418E-3,1.436894774E-2
1.082109480E2,4.239289820E-2,-2.952259183E-2,2.040268958E-2
1.082209800E2,2.297780335E-2,-4.366525233E-2,-1.003849983E-2
1.082310130E2,-1.944140732E-2,-3.702924728E-2,1.245924711E-2
1.082410450E2,-1.635407746E-2,-2.977753043E-2,3.105163872E-2
1.082510780E2,-2.115288734E-2,-9.941436052E-3,7.200202882E-2
1.082611100E2,-1.468937516E-2,-2.049916863E-2,6.815923870E-2
1.082711430E2,-2.243108869E-2,-2.266673148E-2,5.955155253E-2
1.082811760E2,-1.162426472E-3,-3.503183842E-2,4.736127734E-2
1.082912080E2,-6.281663775E-3,-2.107511938E-2,4.530539632E-2
1.083012410E2,-4.127608001E-2,-2.965532362E-2,8.845960200E-2
1.083112730E2,5.981701612E-3,-2.714628339E-2,6.713656068E-2
1.083213060E2,4.452479303E-2,-1.729197085E-2,6.851299524E-2
1.083313380E2,2.753629267E-2,-2.333214462E-2,4.738115788E-2
1.083413710E2,5.024161577E-2,-3.326422513E-2,6.401180863E-2
1.083514030E2,8.647271812E-2,-4.758288682E-2,4.051301837E-2
1.083614360E2,6.477136195E-2,-3.724910259E-2,1.755041778E-2
1.083714680E2,2.270649254E-2,-5.285882950E-3,1.462447107E-2
1.083815010E2,2.058336854E-2,1.405963004E-2,1.270015240E-2
1.083915330E2,6.606768966E-3,-4.338049293E-3,4.741916478E-2
1.084015660E2,3.045522273E-2,-2.918988526E-2,3.293619633E-2
1.084115980E2,3.476286650E-2,-5.462118030E-2,1.139037609E-3
1.084216310E2,2.177503109E-2,-4.246540368E-2,-8.073835373E-3
1.084316630E2,1.326791704E-2,-2.299768388E-2,-3.743387461E-3
1.084416960E2,-9.219889641E-3,-1.877891779E-2,1.121379018E-2
1.084517280E2,9.250295162E-4,-7.436488867E-3,2.901622295E-2
1.084617610E2,1.456482947E-2,-1.893971622E-2,3.256548285E-2
1.084717930E2,-1.022794962E-2,-2.527458966E-2,3.498389125E-2
1.084818260E2,-4.198768616E-2,-2.613354564E-2,5.275124073E-2
1.084918590E2,-1.204526424E-3,-9.597619772E-3,7.175819993E-2
1.085018910E2,1.099276543E-2,-1.016363025E-2,8.177857339E-2
1.085119240E2,9.866006970E-3,-4.085858881E-2,7.416432917E-2
1.085219560E2,8.086114526E-3,-4.320390701E-2,6.729852855E-2
1.085319890E2,3.149485767E-2,-2.979916513E-2,5.655836284E-2
1.085420210E2,7.390529752E-2,-1.683939636E-2,4.277764499E-2
1.085520540E2,8.958460629E-2,-3.383140504E-2,2.223403752E-2
1.085620860E2,7.488879919E-2,-1.209496558E-2,5.152975738E-2
1.085721190E2,7.861639917E-2,9.518097639E-3,1.781705081E-2
1.085821510E2,5.984274387E-2,1.327493370E-2,3.638020635E-2
1.085921840E2,5.568595827E-2,5.508077145E-3,1.457009196E-2
1.086022160E2,5.357452869E-2,9.229829907E-3,-6.063562632E-3
1.086122490E2,2.257083714E-2,-7.764517665E-3,2.262872458E-3
1.086222810E2,1.802696586E-3,-1.341819048E-2,9.704623818E-3
1.086323140E2,-3.336421251E-3,-3.846707761E-2,1.804918528E-2
1.086423460E2,-8.305969834E-3,-3.969382346E-2,4.234612048E-2
1.086523790E2,1.212127805E-3,-4.266713262E-2,3.757830083E-2
1.086624110E2,-5.730271339E-5,-5.412299752E-2,2.345785975E-2
1.086724440E2,1.086997390E-2,-6.314174294E-2,2.051144779E-2
1.086824760E2,3.453482509E-2,-7.473501742E-2,-3.156327009E-3
1.086925090E2,2.018985093E-2,-8.802690804E-2,-2.770410776E-3
1.087025410E2,8.086699247E-4,-7.903447509E-2,4.168830872E-2
1.087125740E2,5.342367053E-2,-4.867631614E-2,5.145842135E-2
1.087226060E2,1.835499465E-2,-3.890912712E-2,6.128349781E-2
1.087326390E2,1.008761644E-2,-2.979156375E-2,7.630557954E-2
1.087426710E2,2.162417293E-2,-5.187474310E-2,8.115935326E-2
1.087527040E2,1.571906984E-2,-4.246131063E-2,7.397195578E-2
1.087627370E2,-5.313949585E-3,-3.421966016E-2,6.657932103E-2
1.087727690E2,-1.447712123E-2,-1.087289751E-2,5.740913272E-2
1.087828020E2,-6.485146880E-3,1.184061170E-3,4.936394870E-2
1.087928340E2,1.058696866E-2,-2.003256083E-2,1.479404032E-2
1.088028670E2,3.080897927E-3,-3.613930106E-2,1.839884877E-2
1.088128990E2,6.859368682E-3,-4.252563000E-2,2.107979715E-2
1.088229320E2,1.826085448E-2,-2.394551754E-2,2.586983621E-2
1.088329640E2,2.077925026E-2,7.946366072E-4,3.449097097E-2
1.088429970E2,4.993873000E-2,-9.987044334E-3,2.257317603E-2
1.088530290E2,5.545323908E-2,-9.563705921E-3,1.350180566E-2
1.088630620E2,6.018656015E-2,-2.764680505E-2,1.752469003E-2
1.088730940E2,7.209207594E-2,-1.751241088E-3,3.761689246E-2
1.088831270E2,7.707448840E-2,-1.037471473E-2,4.973115385E-2
1.088931590E2,8.836780071E-2,-2.395604253E-3,4.989663005E-2
1.089031920E2,9.744677246E-2,-2.179432690E-2,2.972256660E-2
1.089132240E2,6.501752973E-2,-3.260699809E-2,5.042872667E-2
1.089232570E2,6.686349571E-2,-3.138668418E-2,3.271634102E-2
1.089332890E2,4.705312908E-2,-3.032015204E-2,1.376317620E-2
1.089433220E2,1.254286230E-2,-4.370559812E-2,1.015602887E-2
1.089533540E2,1.131845534E-2,-6.031929195E-2,-4.101237059E-3
1.089633870E2,-8.358594775E-3,-5.415281832E-2,8.279657364E-4
1.089734190E2,-1.456658363E-2,-3.514468968E-2,2.081608772E-3
1.089834520E2,-2.078685164E-3,-4.317525566E-2,-2.061260462E-2
1.089934850E2,-2.241764009E-2,-5.079417765E-2,-1.507412195E-3
1.090035170E2,-7.075130939E-4,-4.850967050E-2,2.873438716E-2
1.090135500E2,-2.051203251E-2,-3.968154430E-2,4.344247341E-2
1.090235820E2,-1.685226023E-2,-2.527108133E-2,5.654432952E-2
1.090336150E2,-1.364681661E-2,-2.305147827E-2,3.511428416E-2
1.090436470E2,-3.675559759E-3,-3.324434459E-2,7.112436175E-2
1.090536800E2,2.349235833E-2,-2.847067773E-2,6.820133865E-2
1.090637120E2,5.726178288E-2,-3.189773083E-2,8.412798464E-2
1.090737450E2,5.468082190E-2,-7.000871301E-3,7.526945293E-2
1.090837770E2,4.350796223E-2,1.472036541E-2,6.274471700E-2
1.090938100E2,6.810836792E-2,3.901262283E-3,7.358253121E-2
1.091038420E2,6.399368227E-2,-1.214583635E-2,5.587131500E-2
1.091138750E2,6.210970938E-2,-4.777116716E-2,6.562037766E-2
1.091239068E2,5.889491022E-2,-4.294429064E-2,6.304292500E-2
1.091339398E2,4.474055529E-2,-1.341117382E-2,6.652611136E-2
1.091439718E2,3.113466918E-2,8.303046227E-5,4.248762310E-2
1.091540048E2,8.895953894E-3,-8.493080735E-3,1.058346033E-3
1.091640368E2,-3.504821062E-3,-2.409754515E-2,1.182657838E-2
1.091740698E2,-1.377370119E-2,-2.112248182E-2,1.375849843E-2
1.091841018E2,7.667453885E-3,-4.086034298E-3,7.237683535E-3
1.091941348E2,2.716090143E-2,-1.777378142E-2,8.446887732E-3
1.092041668E2,3.206379175E-2,-3.983708024E-3,2.169200063E-2
1.092141998E2,7.151612520E-2,1.606522501E-2,4.412250459E-2
1.092242318E2,9.149839997E-2,-9.355545044E-5,2.065002680E-2
1.092342648E2,8.810584545E-2,-1.290948272E-2,2.932671010E-2
1.092442978E2,9.194922030E-2,-2.273923695E-2,7.948704958E-3
1.092543298E2,9.640129030E-2,-7.976771593E-3,1.065421164E-2
1.092643628E2,8.974774361E-2,-1.300537705E-2,5.627945065E-3
1.092743948E2,5.332368314E-2,-1.888826072E-2,2.446475029E-3
1.092844278E2,2.693052113E-2,-1.359360695E-2,6.108586192E-3
1.092944598E2,1.357723475E-2,-1.511329830E-2,2.001911223E-2
1.093044928E2,1.760245800E-2,-3.809285581E-2,2.348709583E-2
1.093145248E2,1.013848722E-2,-5.787574053E-2,1.434263527E-2
1.093245578E2,-1.431749225E-2,-5.280211151E-2,1.621432900E-3
1.093345898E2,-1.178915620E-2,-3.030904233E-2,3.082535148E-2
1.093446228E2,2.813387811E-2,-3.848169565E-2,5.614730358E-2
1.093546548E2,2.334676266E-2,-4.082935274E-2,3.197199047E-2
1.093646878E2,6.814345121E-3,-5.134907842E-2,2.484481931E-2
1.093747198E2,-7.677394152E-4,-4.041361570E-2,3.313266277E-2
1.093847528E2,2.258428574E-2,-3.275259376E-2,5.737287998E-2
1.093947848E2,2.920450330E-2,-3.542243242E-2,4.183448911E-2
1.094048178E2,2.881858706E-2,-5.926737785E-2,1.927710056E-2
1.094148498E2,8.825202584E-3,-5.952465534E-2,8.993017673E-3
1.094248828E2,2.234454989E-2,-5.409668505E-2,-3.144632578E-3
1.094349148E2,6.154077530E-2,-4.825297773E-2,1.331235588E-2
1.094449478E2,5.552340567E-2,-5.614437997E-2,3.782154500E-2
1.094549798E2,5.342308581E-2,-3.946227372E-2,2.603355825E-2
1.094650128E2,5.699631929E-2,-4.424178779E-2,1.960103631E-2
1.094750448E2,5.796461821E-2,-3.279937148E-2,8.173238039E-3
1.094850778E2,6.227927864E-2,-3.192579746E-2,2.917760611E-4
1.094951108E2,3.786013663E-2,-3.748065233E-3,-9.069616199E-3
1.095051428E2,2.708196402E-2,1.369417906E-3,9.456701875E-3
1.095151758E2,1.935954630E-2,-7.860996723E-3,2.206037521E-2
1.095252078E2,9.970672131E-3,-8.394262791E-3,3.220003188E-2
1.095352408E2,2.291523814E-3,3.071542382E-3,5.700567484E-2
1.095452728E2,1.382515669E-2,-3.190240860E-3,5.070354581E-2
1.095553058E2,2.659430623E-2,5.578243732E-4,5.785352111E-2
1.095653378E2,1.694640040E-2,-2.308480740E-3,6.674596667E-2
1.095753708E2,3.150245905E-2,4.264959097E-3,5.559941947E-2
1.095854028E2,5.118535638E-2,4.698237777E-3,3.867933154E-2
1.095954358E2,7.396435440E-2,1.095592797E-2,2.251002610E-2
1.096054678E2,9.080433547E-2,-9.916877747E-4,1.774980783E-2
1.096155008E2,6.079057753E-2,-2.094823480E-2,2.393557727E-2
1.096255328E2,7.202892601E-2,-1.916717291E-2,2.169433951E-2
1.096355658E2,9.561367035E-2,-1.387661219E-2,1.935136020E-2
1.096455978E2,1.036220169E-1,-3.491957188E-2,2.848178744E-2
1.096556308E2,1.018965036E-1,-3.874306619E-2,1.045482159E-2
1.096656628E2,4.773842275E-2,-3.462662637E-2,1.599622786E-2
1.096756958E2,3.342093050E-2,-1.851053059E-2,2.463081121E-2
1.096857278E2,3.453248620E-2,-3.555107117E-2,1.245515406E-2
1.096957608E2,-4.359683990E-3,-4.955222905E-2,2.399989665E-2
1.097057928E2,-5.298162103E-3,-5.758454919E-2,4.903065741E-2
1.097158258E2,1.998578310E-3,-3.097387075E-2,4.504461050E-2
1.097258578E2,-2.549444497E-2,-2.939687669E-2,5.442997634E-2
1.097358908E2,-2.149202585E-2,-3.683395028E-2,6.239037573E-2
1.097459238E2,-3.221406519E-2,-4.749050081E-2,4.877922714E-2
1.097559558E2,-3.568614185E-2,-6.327447474E-2,5.242087305E-2
1.097659888E2,-6.511225462E-2,-7.100507855E-2,6.674070418E-2
1.097760208E2,-5.190865695E-2,-5.732668698E-2,7.402691960E-2
1.097860538E2,-1.986416101E-2,-2.903201044E-2,7.162429869E-2
1.097960858E2,-9.719241858E-3,-3.836065829E-2,6.197931647E-2
1.098061188E2,-7.095011473E-3,-5.982403278E-2,3.661292553E-2
1.098161508E2,4.148190200E-2,-4.647951722E-2,4.202686250E-2
1.098261838E2,7.134246290E-2,-3.540606022E-2,2.446825862E-2
1.098362158E2,5.586663723E-2,-1.401168287E-2,1.394970238E-2
1.098462488E2,8.612071574E-2,-7.093257308E-3,2.733982623E-2
1.098562808E2,1.300075775E-1,-1.227739871E-2,4.443883896E-3
1.098663138E2,9.464010894E-2,-3.817647099E-2,-2.769650638E-2
1.098763458E2,3.861793578E-2,-2.155576050E-2,-2.854669154E-2
1.098863788E2,3.051194072E-2,3.614163995E-3,-5.323305130E-3
1.098964108E2,5.297285020E-2,8.570263982E-3,-3.887228966E-3
1.099064438E2,4.231045246E-2,1.205812812E-2,6.291604042E-3
1.099164758E2,2.168264508E-2,3.015409112E-3,2.288892567E-2
1.099265088E2,4.051945031E-2,1.120501935E-2,1.173068404E-2
1.099365408E2,5.853238285E-2,9.274268746E-3,2.163820624E-2
1.099465738E2,3.439741552E-2,7.309604287E-3,4.012125492E-2
1.099566058E2,1.168624520E-2,1.038991749E-2,7.072207332E-2
1.099666388E2,5.240976334E-2,3.874657452E-2,6.358730078E-2
1.099766718E2,6.662025154E-2,1.918705344E-2,7.226690769E-2
1.099867038E2,4.621463835E-2,-1.295859933E-2,9.087274790E-2
1.099967368E2,7.887309194E-2,-8.620550036E-3,8.498518646E-2
1.100067688E2,8.699195087E-2,-1.420347154E-2,5.465567887E-2
1.100168018E2,8.692529261E-2,-2.286027431E-2,5.700216651E-2
1.100268338E2,8.481035471E-2,-2.882326484E-2,4.501712859E-2
1.100368668E2,8.594003677E-2,-2.829701543E-2,4.764603674E-2
1.100468988E2,7.676926374E-2,-6.290083766E-2,3.585103333E-2
1.100569318E2,2.771638691E-2,-6.908836126E-2,2.423787832E-2
1.100669638E2,-1.105883896E-2,-6.997772276E-2,5.803946257E-3
1.100769968E2,-1.652657032E-2,-6.746809781E-2,-5.199344158E-3
1.100870288E2,-3.991835654E-2,-5.249513268E-2,-1.475837231E-2
1.100970618E2,-5.134966314E-2,-7.980923116E-2,-7.980279922E-3
1.101070938E2,-4.290745318E-2,-6.579287052E-2,-2.981495261E-3
1.101171268E2,-3.052948236E-2,-6.088062465E-2,1.095709741E-2
1.101271593E2,-1.741242349E-2,-4.640291870E-2,1.830704749E-2
1.101371923E2,-4.682508767E-2,-2.438990593E-2,5.049070716E-2
1.101472243E2,-3.703567922E-2,-1.639910102E-2,8.442677736E-2
1.101572573E2,-2.329121411E-2,-1.276447177E-2,1.248322070E-1
1.101672893E2,-9.004712105E-4,-3.596037626E-3,8.958986878E-2
1.101773223E2,-1.162075639E-2,-1.777202725E-2,7.525366545E-2
1.101873543E2,1.058462977E-2,-7.550509572E-3,6.508711159E-2
1.101973873E2,2.616336644E-2,-8.145171404E-4,7.674762905E-2
1.102074193E2,7.092906475E-2,-1.506184280E-2,6.730846882E-2
1.102174523E2,7.610794365E-2,-2.763686478E-2,7.172662497E-2
1.102274843E2,8.765853345E-2,-3.241871774E-2,7.049987912E-2
1.102375173E2,1.000043446E-1,-7.316620946E-3,5.589353442E-2
1.102475503E2,7.657747507E-2,1.090330303E-2,4.161404908E-2
1.102575823E2,4.450257361E-2,2.051203251E-2,1.955367386E-2
1.102676153E2,3.963827491E-2,3.286836863E-2,2.338067651E-2
1.102776473E2,3.039616585E-2,8.103071451E-3,6.626649499E-3
1.102876803E2,4.197014451E-2,1.873564839E-2,-3.991309404E-3
1.102977123E2,5.173031688E-2,1.947707534E-3,1.334860861E-2
1.103077453E2,6.463804543E-2,-1.594126403E-2,1.989047348E-2
1.103177773E2,8.368008792E-2,-6.526077390E-3,4.589947343E-2
1.103278103E2,9.182467461E-2,-2.712991118E-2,3.806654334E-2
1.103378423E2,6.245352566E-2,-1.492735684E-2,4.684789181E-2
1.103478753E2,4.992352724E-2,1.370704293E-2,3.126447737E-2
1.103579073E2,3.694095433E-2,3.446641266E-2,5.968603849E-2
1.103679403E2,1.705808222E-2,3.773032844E-2,5.736995637E-2
1.103779723E2,1.455079615E-2,3.701287508E-3,3.880621612E-2
1.103880053E2,2.896652162E-2,-1.628449559E-2,3.979790390E-2
1.103980373E2,5.715653300E-2,-4.439147651E-2,6.882932961E-2
1.104080703E2,8.352864504E-2,-6.780899048E-2,5.012350202E-2
1.104181023E2,6.367559373E-2,-7.513730586E-2,4.816351533E-3
1.104281353E2,-8.431100249E-3,-5.633967698E-2,1.682010055E-2
1.104381673E2,-2.774094522E-2,-2.344324172E-2,3.319873631E-2
1.104482003E2,-1.325563788E-3,-4.186197102E-2,3.249531627E-2
